writer,same_text,isEng,train,file_name,male,x,y,x2,y2,n_cc
236,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0236_4.jpg,1,494,1976,988,2470,86
72,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0072_2.jpg,1,988,1482,1482,1976,86
253,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0253_4.jpg,0,496,2480,992,2976,86
19,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0019_4.jpg,1,1482,988,1976,1482,86
162,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0162_4.jpg,1,1482,1976,1976,2470,86
223,0,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0223_1.jpg,0,988,494,1482,988,86
261,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0261_2.jpg,0,494,1482,988,1976,86
76,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0076_2.jpg,0,1482,988,1976,1482,86
243,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0243_1.jpg,0,1482,494,1976,988,86
76,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0076_4.jpg,0,493,1479,986,1972,86
166,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0166_4.jpg,1,988,1482,1482,1976,86
43,0,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0043_1.jpg,1,990,495,1485,990,86
176,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0176_2.jpg,1,1479,1972,1972,2465,86
202,1,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0202_2.jpg,1,1485,1980,1980,2475,86
213,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0213_4.jpg,1,1485,1980,1980,2475,86
131,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0131_4.jpg,1,990,1980,1485,2475,86
6,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0006_2.jpg,1,988,1482,1482,1976,86
14,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0014_4.jpg,1,0,1972,493,2465,86
145,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0145_1.jpg,1,1485,495,1980,990,86
82,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0082_4.jpg,1,988,2470,1482,2964,86
66,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0066_1.jpg,0,1976,494,2470,988,86
62,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0062_2.jpg,1,1980,1485,2475,1980,86
9,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0009_4.jpg,0,494,1482,988,1976,86
18,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0018_1.jpg,0,1964,491,2455,982,86
151,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0151_4.jpg,1,988,1482,1482,1976,86
82,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0082_4.jpg,1,1976,1482,2470,1976,85
217,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0217_4.jpg,1,1980,1485,2475,1980,85
215,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0215_2.jpg,0,494,1976,988,2470,85
100,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0100_2.jpg,0,988,1482,1482,1976,85
176,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0176_2.jpg,1,0,1479,493,1972,85
88,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0088_2.jpg,0,988,988,1482,1482,85
219,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0219_4.jpg,1,495,1980,990,2475,85
51,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0051_4.jpg,1,1479,1479,1972,1972,85
100,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0100_2.jpg,0,1482,1482,1976,1976,85
260,1,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0260_2.jpg,1,1479,986,1972,1479,85
217,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0217_3.jpg,1,990,990,1485,1485,85
183,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0183_4.jpg,1,1980,1980,2475,2475,85
262,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0262_1.jpg,0,0,494,494,988,85
62,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0062_2.jpg,1,990,990,1485,1485,85
57,1,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0057_4.jpg,1,494,1976,988,2470,85
262,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0262_4.jpg,0,1976,1976,2470,2470,85
58,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0058_2.jpg,1,0,1976,494,2470,85
172,0,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0172_1.jpg,0,494,494,988,988,85
131,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0131_2.jpg,1,1485,990,1980,1485,85
123,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0123_2.jpg,1,1482,1482,1976,1976,85
53,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0053_4.jpg,1,495,1485,990,1980,85
181,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0181_1.jpg,1,990,495,1485,990,85
70,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0070_4.jpg,1,494,1976,988,2470,85
128,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0128_2.jpg,1,1482,988,1976,1482,85
242,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0242_2.jpg,1,494,1482,988,1976,85
188,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0188_2.jpg,1,494,2470,988,2964,85
166,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0166_4.jpg,1,1482,1482,1976,1976,85
59,1,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0059_4.jpg,0,1482,1976,1976,2470,85
121,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0121_2.jpg,1,990,1485,1485,1980,84
241,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0241_2.jpg,0,1488,992,1984,1488,84
251,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0251_2.jpg,0,990,990,1485,1485,84
53,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0053_4.jpg,1,990,1980,1485,2475,84
32,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0032_2.jpg,1,1485,1485,1980,1980,84
51,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0051_2.jpg,1,988,1482,1482,1976,84
46,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0046_4.jpg,0,495,1485,990,1980,84
145,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0145_4.jpg,1,496,1984,992,2480,84
181,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0181_4.jpg,1,988,988,1482,1482,84
219,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0219_1.jpg,1,495,990,990,1485,84
94,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0094_2.jpg,1,1482,1482,1976,1976,84
219,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0219_1.jpg,1,495,495,990,990,84
14,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0014_4.jpg,1,986,1972,1479,2465,84
245,0,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0245_1.jpg,1,494,494,988,988,84
85,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0085_3.jpg,0,1479,493,1972,986,84
215,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0215_2.jpg,0,494,1482,988,1976,84
62,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0062_1.jpg,1,1479,493,1972,986,84
62,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0062_1.jpg,1,986,493,1479,986,84
120,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0120_4.jpg,0,986,1479,1479,1972,84
233,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0233_4.jpg,1,493,986,986,1479,84
8,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0008_1.jpg,1,1482,988,1976,1482,84
40,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0040_1.jpg,1,494,988,988,1482,84
132,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0132_2.jpg,1,0,1485,495,1980,84
70,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0070_4.jpg,1,988,1976,1482,2470,84
206,1,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0206_2.jpg,1,990,990,1485,1485,84
261,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0261_2.jpg,0,1482,1482,1976,1976,84
23,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0023_1.jpg,0,1479,493,1972,986,84
44,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0044_4.jpg,0,494,2470,988,2964,84
105,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0105_4.jpg,1,494,1976,988,2470,84
12,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0012_4.jpg,1,494,1482,988,1976,84
237,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0237_1.jpg,0,988,494,1482,988,84
135,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0135_1.jpg,1,1482,494,1976,988,84
207,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0207_4.jpg,0,495,1980,990,2475,84
53,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0053_1.jpg,1,988,494,1482,988,84
271,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0271_2.jpg,0,1482,1482,1976,1976,84
155,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0155_1.jpg,1,494,494,988,988,84
59,1,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0059_2.jpg,0,990,990,1485,1485,83
276,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0276_3.jpg,1,1976,988,2470,1482,83
77,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0077_3.jpg,1,494,494,988,988,83
50,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0050_4.jpg,1,0,1485,495,1980,83
9,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0009_1.jpg,0,1479,986,1972,1479,83
50,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0050_2.jpg,1,0,986,493,1479,83
183,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0183_3.jpg,1,988,494,1482,988,83
164,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0164_2.jpg,1,1392,464,1856,928,83
231,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0231_3.jpg,0,495,990,990,1485,83
167,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0167_1.jpg,0,1482,988,1976,1482,83
14,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0014_4.jpg,1,493,1972,986,2465,83
226,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0226_4.jpg,1,988,1482,1482,1976,83
9,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0009_4.jpg,0,988,1976,1482,2470,83
236,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0236_4.jpg,1,494,2470,988,2964,83
253,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0253_2.jpg,0,988,1482,1482,1976,83
253,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0253_4.jpg,0,496,1488,992,1984,83
86,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0086_2.jpg,1,495,1485,990,1980,83
62,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0062_2.jpg,1,1980,1980,2475,2475,83
236,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0236_1.jpg,1,988,494,1482,988,83
14,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0014_4.jpg,1,1972,1972,2465,2465,83
32,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0032_2.jpg,1,990,1485,1485,1980,83
170,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0170_4.jpg,1,496,1488,992,1984,83
23,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0023_2.jpg,0,982,982,1473,1473,83
182,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0182_4.jpg,1,988,1482,1482,1976,83
106,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0106_1.jpg,0,1479,493,1972,986,83
260,1,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0260_2.jpg,1,986,986,1479,1479,83
8,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0008_1.jpg,1,0,988,494,1482,83
102,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0102_2.jpg,1,1473,982,1964,1473,83
102,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0102_2.jpg,1,491,982,982,1473,83
215,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0215_2.jpg,0,988,988,1482,1482,83
147,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0147_1.jpg,0,493,493,986,986,83
271,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0271_2.jpg,0,988,988,1482,1482,83
115,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0115_4.jpg,1,1972,1972,2465,2465,83
118,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0118_3.jpg,1,986,493,1479,986,83
182,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0182_2.jpg,1,1485,990,1980,1485,83
168,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0168_2.jpg,0,1473,1473,1964,1964,83
19,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0019_4.jpg,1,1976,1976,2470,2470,83
135,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0135_1.jpg,1,494,494,988,988,83
133,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0133_4.jpg,1,0,1976,494,2470,83
20,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0020_2.jpg,0,1972,1479,2465,1972,83
168,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0168_2.jpg,0,982,982,1473,1473,83
128,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0128_4.jpg,1,988,1482,1482,1976,83
123,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0123_4.jpg,1,982,1964,1473,2455,83
120,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0120_2.jpg,0,1479,986,1972,1479,83
32,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0032_2.jpg,1,1485,1980,1980,2475,83
43,0,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0043_1.jpg,1,1485,495,1980,990,83
94,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0094_2.jpg,1,1976,1482,2470,1976,83
42,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0042_4.jpg,1,988,2470,1482,2964,83
18,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0018_1.jpg,0,982,982,1473,1473,83
42,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0042_4.jpg,1,1482,1976,1976,2470,83
177,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0177_2.jpg,0,988,988,1482,1482,83
93,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0093_2.jpg,1,1482,1482,1976,1976,83
221,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0221_4.jpg,1,494,494,988,988,83
276,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0276_1.jpg,1,986,493,1479,986,83
92,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0092_2.jpg,0,1479,986,1972,1479,83
144,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0144_2.jpg,0,1482,988,1976,1482,82
6,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0006_2.jpg,1,1482,1482,1976,1976,82
133,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0133_2.jpg,1,1482,988,1976,1482,82
73,1,0,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0073_2.jpg,1,988,988,1482,1482,82
13,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0013_4.jpg,0,1485,1485,1980,1980,82
103,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0103_4.jpg,1,1976,1976,2470,2470,82
167,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0167_1.jpg,0,988,988,1482,1482,82
276,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0276_3.jpg,1,988,988,1482,1482,82
115,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0115_4.jpg,1,986,1479,1479,1972,82
134,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0134_3.jpg,1,990,990,1485,1485,82
17,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0017_3.jpg,0,988,988,1482,1482,82
276,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\251_300\0276_3.jpg,1,1482,494,1976,988,82
193,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0193_1.jpg,1,1482,494,1976,988,82
154,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0154_4.jpg,1,494,2470,988,2964,82
129,0,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0129_3.jpg,1,986,986,1479,1479,82
164,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0164_1.jpg,1,988,988,1482,1482,82
14,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0014_4.jpg,1,493,1479,986,1972,82
17,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0017_4.jpg,0,1482,2470,1976,2964,82
137,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0137_2.jpg,1,1980,1485,2475,1980,82
62,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0062_2.jpg,1,1485,1485,1980,1980,82
243,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0243_2.jpg,0,1482,988,1976,1482,82
59,0,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0059_3.jpg,0,990,990,1485,1485,82
100,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0100_2.jpg,0,0,988,494,1482,82
154,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0154_3.jpg,1,1482,1482,1976,1976,82
17,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0017_4.jpg,0,494,1976,988,2470,82
115,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0115_1.jpg,1,0,495,495,990,81
10,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0010_4.jpg,1,0,1976,494,2470,81
220,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\201_250\0220_4.jpg,1,495,1485,990,1980,81
85,0,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0085_3.jpg,0,493,986,986,1479,81
181,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0181_4.jpg,1,494,988,988,1482,81
125,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0125_1.jpg,0,1479,493,1972,986,81
128,1,1,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0128_4.jpg,1,988,1976,1482,2470,81
59,1,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\51_100\0059_4.jpg,0,494,1976,988,2470,81
134,0,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\101_150\0134_1.jpg,1,494,988,988,1482,81
181,1,0,1,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\151_200\0181_2.jpg,1,1482,988,1976,1482,81
38,1,1,0,D:\download\PD project\datasets\ICDAR 2013 - Gender Identification Competition Dataset\unzipped\1_50\0038_4.jpg,1,1976,988,2470,1482,81
